segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_legal_ref_brl,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,v_outorga_max_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Barão de Limeira, 1525, 1525, 59",Santa Cecília,,tombado,municipal,,115.20,115.20,93696.77,356360.83,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,96,3093.41,3253.36,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3253.36/m² (face atual: R$3093.41/m²)",,,2021-05-29,0200280023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 386, 388",Santa Cecília,,tombado,municipal,,360.00,360.00,414322.20,1657288.80,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,300,4603.58,4603.58,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0200500059
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 208, 212",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,232,4206.84,4206.84,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2021-05-29,0200520007
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 432, 434, 438, 703",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,170,4603.58,4603.58,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2021-05-29,0200500019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 687, 691",Santa Cecília,,tombado,municipal,,151.20,151.20,174015.33,577036.66,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,3816.38,4603.58,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4603.58/m² (face atual: R$3816.38/m²)",,,2021-05-29,0200500021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 320, 324, 328",Santa Cecília,,tombado,municipal,,600.00,600.00,690537.00,2762148.00,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,600,4603.58,4603.58,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0200500013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 79",Santa Cecília,,tombado,municipal,,88.80,88.80,72224.59,286102.94,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,74,3221.88,3253.36,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3253.36/m² (face atual: R$3221.88/m²)",,,2021-05-29,0200280027
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 690",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,472,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2021-05-29,0200350045
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 69",Santa Cecília,,tombado,municipal,,96.00,96.00,78080.64,309300.48,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,80,3221.88,3253.36,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3253.36/m² (face atual: R$3221.88/m²)",,,2021-05-29,0200280025
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 650",Santa Cecília,,tombado,municipal,,360.00,360.00,298924.20,1156248.00,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,300,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²)",,,2021-05-29,0200350050
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro de Higienópolis / Edifício Higienópolis,"Rua Conselheiro Brotero, 1092",Santa Cecília,,tombado,municipal,,,,,,ZM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,1994-09-07,0200730000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Eliseos,"Rua Conselheiro Nébias, 1340",Santa Cecília,,tombado,municipal+estadual,,420.00,420.00,507181.50,1848336.00,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,350,4400.80,4830.30,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4830.30/m² (face atual: R$4400.80/m²)",,,2018-02-24,0080150015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Eliseos,"Alameda Eduardo Prado 460, 474, 1615, 1649, 1661, 1683, 1699, 1721",Santa Cecília,,tombado,municipal+estadual,,2106.00,2106.00,2266624.62,9066498.48,ZC,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,2340,4305.08,4305.08,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0200170004
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1294",Santa Cecília,,tombado,municipal+estadual,,504.00,504.00,594493.20,2377972.80,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,420,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250038
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Glete, 501",Santa Cecília,,tombado,municipal+estadual,,558.00,558.00,615667.91,2088069.48,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,465,3742.06,4413.39,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4413.39/m² (face atual: R$3742.06/m²)",,,2018-02-24,0080340013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1278",Santa Cecília,,tombado,municipal+estadual,,504.00,504.00,594493.20,2377972.80,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,420,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250039
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1661",Santa Cecília,,tombado,municipal+estadual,,540.00,540.00,581185.80,1373220.00,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,450,2543.00,4305.08,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4305.08/m² (face atual: R$2543.00/m²)",,,2018-02-24,0200170310
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Barão de Piracicaba, 304, 83",Santa Cecília,,tombado,municipal+estadual,,303.60,303.60,229723.50,877592.23,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,253,2890.62,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2890.62/m²)",,,2018-02-24,0080370021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1699, 1723",Santa Cecília,,tombado,municipal+estadual,,1719.00,1719.00,1850108.13,4371417.00,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1719,2543.00,4305.08,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4305.08/m² (face atual: R$2543.00/m²)",,,2018-02-24,0200170279
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Dino Bueno, 135, 15",Santa Cecília,,tombado,municipal+estadual,,213.60,213.60,161623.65,587036.88,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,178,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370010
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Dino Bueno, 118",Santa Cecília,,tombado,municipal+estadual,,801.00,801.00,626011.54,2504046.15,ZEIS-3,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,801,3126.15,3126.15,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080380031
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 37",Santa Cecília,,tombado,municipal+estadual,,222.00,222.00,167979.63,610122.60,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,185,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Dino Bueno, 475",Santa Cecília,,tombado,municipal+estadual,,1161.00,1161.00,1128541.34,3772773.99,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1161,3249.59,3888.17,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3888.17/m² (face atual: R$3249.59/m²)",,,2018-02-24,0080180067
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1683",Santa Cecília,,tombado,municipal+estadual,,675.00,675.00,726482.25,1716525.00,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,675,2543.00,4305.08,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4305.08/m² (face atual: R$2543.00/m²)",,,2018-02-24,0200170280
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 75, 81",Santa Cecília,,tombado,municipal+estadual,,310.80,310.80,235171.48,854171.64,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,259,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Nothmann, 567, 1050",Santa Cecília,,tombado,municipal+estadual,,338.40,338.40,380086.65,1459393.99,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,282,4312.63,4492.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4492.75/m² (face atual: R$4312.63/m²)",,,2018-02-24,0080230011
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 67, 67",Santa Cecília,,tombado,municipal+estadual,,310.80,310.80,235171.48,854171.64,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,259,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370018
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1295, 1355",Santa Cecília,,tombado,municipal+estadual,,3277.80,3277.80,5090423.40,15300180.40,ZC,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,3642,4667.82,6212.00,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6212.00/m² (face atual: R$4667.82/m²)",,,2018-02-24,0080140008
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 83",Santa Cecília,,tombado,municipal+estadual,,319.20,319.20,241527.47,877257.36,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,266,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Guaianases, 1058",Santa Cecília,,tombado,municipal+estadual,,700.00,700.00,823481.75,3080560.00,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,700,4400.80,4705.61,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4705.61/m² (face atual: R$4400.80/m²)",,,2018-02-24,0080240018
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Ribeiro da Silva, 120",Santa Cecília,,tombado,municipal+estadual,,434.40,434.40,418014.43,1672057.73,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,362,3849.12,3849.12,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080090006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1468, 1470, 1492",Santa Cecília,,tombado,municipal+estadual,,1172.00,1172.00,1045128.07,4094897.68,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1172,3493.94,3566.99,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3566.99/m² (face atual: R$3493.94/m²)",,,2018-02-24,0080170031
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1312",Santa Cecília,,tombado,municipal+estadual,,1070.00,1070.00,1262118.50,5048474.00,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1070,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250037
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1283",Santa Cecília,,tombado,municipal+estadual,,1343.00,1343.00,2085679.00,6268882.26,ZEIS-5,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1343,4667.82,6212.00,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6212.00/m² (face atual: R$4667.82/m²)",,,2018-02-24,0080140007
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1318",Santa Cecília,,tombado,municipal+estadual,,420.00,420.00,495411.00,1981644.00,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,350,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250036
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 39",Santa Cecília,,tombado,municipal+estadual,,222.00,222.00,167979.63,610122.60,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,185,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Nothmann, 495, 1112",Santa Cecília,,tombado,municipal+estadual,,1935.00,1935.00,2276338.84,8515548.00,ZEM,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,2150,4400.80,4705.61,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4705.61/m² (face atual: R$4400.80/m²)",,,2018-02-24,0080240017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Avenida Rio Branco, 1260",Santa Cecília,,tombado,municipal+estadual,,1590.00,1590.00,1875484.50,7501938.00,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1590,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250040
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Guaianases, 1128, 526, 1340",Santa Cecília,,tombado,municipal+estadual,,1806.00,1806.00,2177471.63,8709886.50,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1806,4822.75,4822.75,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080160015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 21",Santa Cecília,,tombado,municipal+estadual,,219.60,219.60,166163.64,603526.68,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,183,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370011
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Largo Coração de Jesus, 23",Santa Cecília,,tombado,municipal+estadual,,224.40,224.40,169795.63,616718.52,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,187,2748.30,3026.66,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3026.66/m² (face atual: R$2748.30/m²)",,,2018-02-24,0080370012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Guaianases, 1050",Santa Cecília,,tombado,municipal+estadual,,760.00,760.00,894065.90,3344608.00,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,760,4400.80,4705.61,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4705.61/m² (face atual: R$4400.80/m²)",,,2018-02-24,0080240019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Alameda Barão de Limeira, 532, 534, 540, 544, 548, 591",Santa Cecília,,tombado,municipal+estadual,,,,,,ZC,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2018-02-24,0080450000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos,"Rua Conselheiro Nébias, 1669",Santa Cecília,,tombado,municipal+estadual,,540.00,540.00,581185.80,1373220.00,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,450,2543.00,4305.08,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4305.08/m² (face atual: R$2543.00/m²)",,,2018-02-24,0200170311
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos / Antiga Sede da Chácara do Carvalho/projeto Luigi Pucci / 1891/construção Giuseppe Merlini,"Alameda Barão de Limeira, 1379",Santa Cecília,,tombado,municipal+estadual,,5277.00,5277.00,4895182.67,19580730.66,ZC,1,0.5,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,10554,3710.58,3710.58,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0200290001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro dos Campos Elíseos / Propriedade da Universidade Estadual Paulista Júlio de Mesquita,"Avenida Rio Branco, 1210",Santa Cecília,,tombado,municipal+estadual,,1890.00,1890.00,2229349.50,8917398.00,ZEM,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,2100,4718.20,4718.20,OK (Atc+CAbás+V) — cálculo completo,,,2018-02-24,0080250041
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Condomínio J. R. S. / Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 62, 70, 76, 82",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2021-05-29,0070010000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Brigadeiro Galvão / Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Albuquerque Lins, 268",Santa Cecília,,tombado,municipal,,,,,,ZEM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2021-05-29,0200410000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Lunice / Edifícios Art Déco e Modernos Nas Imediações Praça Marechal Deodoro,"Rua das Palmeiras, 336, 342, 350",Santa Cecília,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2018-07-27,0070130000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Maria Teresa / Edifícios Art Déco e Modernos Nas Imediações Praça Marechal Deodoro,"Alameda Barros, 650",Santa Cecília,,tombado,municipal,,458.40,458.40,1010972.55,4043890.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,382,8821.75,8821.75,OK (Atc+CAbás+V) — cálculo completo,,,2018-07-27,0200640041
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Reynaldo Porchat / Projeto Rino Levi / Imediações Praça Marechal Deodoro,"Avenida São João, 2085, 2091",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2018-09-14,0070060000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifício Tupã / Edifícios Art Déco e Modernos Nas Imediações Praça Marechal Deodoro,"Praça Marechal Deodoro, 171, 179, 187, 191",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,574,11061.20,11529.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$11529.75/m² (face atual: R$11061.20/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2018-07-27,0200660049
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Edifícios Art Déco e Modernos Nas Imediações Praça Marechal Deodoro,"Rua Rosa e Silva, 121",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,257,8605.12,8821.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8821.75/m² (face atual: R$8605.12/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2018-07-27,0200640012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Funarte / Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Nothmann, 1058, 1074",Santa Cecília,,tombado,municipal,,1089.00,1089.00,1177543.87,4710175.47,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1089,4325.23,4325.23,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0070080033
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Parque Residencial Savoya / Parque Residencial Saboya / Projeto Arnaldo Maia Lello / 1939 / Área Interna do Pátio,"Rua Vitorino Carmilo, 453",Santa Cecília,,tombado,municipal+estadual,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,670,4384.42,4424.73,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4424.73/m² (face atual: R$4384.42/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2017-06-08,0080020444
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Sede da Funarte e do Minc/sp / Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Apa, 83, 212, 234",Santa Cecília,,tombado,municipal,,3788.10,3788.10,4096100.94,15387186.44,ZEM,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,4209,4061.98,4325.23,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4325.23/m² (face atual: R$4061.98/m²)",,,2021-05-29,0070080001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Viaduto Pacaembu (viaduto General Olímpio da Silveira),,Santa Cecília,,tombado,municipal+estadual,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2009-09-16,0200000000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Antiga Chácara Baruel /biblioteca Municipal Narbal Fontes,"Rua Voluntarios da Patria, 2677",Santana,,tombado,municipal,,2759.40,2759.40,3006352.50,12025410.01,ZM,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,3066,4357.98,4357.98,OK (Atc+CAbás+V) — cálculo completo,,,2018-05-16,0721080125
